# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria	0.3853045479997511	0.7417015499490892	0.3624918286807254	0.5422009748781402	0.6789229004407414	0.6887446360572	0.8492291397841443	0.3942227942227942	0.5703183316911291	0.4278631454716903	0.7452823825022344	0.5827213045954615	0.4786634844868735	0.5529162033761246	0.7136696656347311	0.7624378819900611	0.5638824805001886	0.5428346101847679	0.5600667897003252	0.47588641378899027	0.6173159695397858	0.5420936207358324	0.9381171823568137	0.8219741480611046	0.6683328877160759	0.0072264097276541275	0.5762837254660196	0.38143151007353365	0.4978456447554376	0.8997912317327766	0.6977851376526599	0.40594522043914333	0.7859309754095435	0.6494880293099249	0.45712311897395846	0.7239090382692004	0.5346384420613643	0.44828702613609606	0.7627227631820687	0.4552706402695872	0.4497787232426067	0.5670852843398095	0.5659555978910251	0.5451656885411109	0.619389477537573	0.49497899098665626	0.48139745275150897	0.8832399401825464	0.517178281116207	0.6655823031880286	0.4793564006750891	0.7003683158644957	0.8423527088507606	0.487510881939329	0.8422240595786284	0.9006333736686616	0.5687315211586803	0.849650949874113	0.8120926618425526	0.813807372742734	0.48293387756019945	0.553444059506827
d__Bacteria;p__Firmicutes	0.0619583862911182	0.006482633782102048	0.3512093552526451	0.0203037120359955	0.0026414296926885227	0.040415080013345143	0.03247533023547225	0.024271890938557604	0.00017488408597472285	0.11938298036378302	0.022580481964282702	0.013969243682364579	0.38294351630867146	0.00800710459054743	0.037576373820915304	0.009196321471411436	0.0016239891861425959	0.036638125281658405	0.0004394059231918446	0.13393496153157988	0.003825920612147298	0.049200980051780065	0.019749835418038184	0.04230317273795535	0.019029794357323042	0.2190588779065633	0.024441505161803774	0.0002471900934808449	0.03857157629864534	0.029227557411273485	0.0950113848064583	0.001802001253843755	0.00016952782040758057	0.035747943116720846	0.0002853452677740065	0.0010580617992314576	0.014410187667560321	0.002526293069617769	0.0003858166452324086	0.04332525975849481	0.0071834222872229295	0.018754809409090224	0.0018967404473633636	0.04294860394807042	0.00838909113095117	0.00017835884970985577	0.005555319960985539	0.00880932327208347	0.004293104054989267	0.02271422557311799	0.00033970138630518124	9.967953031005317e-06	0.0006304068782707104	0.0029951967271996736	0.004659106682679832	0.018701420457642455	0.0021555934720033343	0.041388189517051956	0.01725996794716138	0.018117708231776674	0.02440025412246229	0.0009985734664764623
d__Bacteria;p__Myxococcota	0.0028974944672076506	0.0042199343817173884	0.0	6.561679790026247e-05	0.0044074141158002775	0.0	0.0005370288876789164	9.5333428666762e-05	8.104384471999351e-05	0.0	0.0	0.01759645073293564	0.0002863961813842482	0.0	2.7235835096097104e-05	0.011252641800422689	0.011172090312904505	0.0	0.024967044555760612	0.0016774020397208804	0.0027590773645293012	0.0005753340409280734	0.0019749835418038184	0.0	0.013292956534880206	0.0	0.0002690190891462007	8.59791629498591e-06	0.0019647719830409153	0.0	0.0037259366590767957	0.009223947351334897	0.0	0.0007200415082751829	0.036794521370858736	4.2111912407222194e-05	0.000437518617813524	0.010644768856447688	0.00015616388021311777	0.0	0.0274687078576991	0.006493016612264811	0.001487311892646162	0.00010670460608216255	0.00023387769213560839	2.0739401129052997e-05	7.774620810539558e-05	0.0003051033913745982	0.0038473719399903816	0.022369780703432967	0.007166081625390252	0.00026415075532164095	0.0010785274302944684	0.011000651394410184	0.00020519381763097703	0.00019622592144422278	0.008472589447360538	0.00015449759670405126	0.0001456947209946093	0.002513188824975897	0.004998116570246308	0.0006164662726716935
d__Bacteria;p__Planctomycetota	0.00019553643643732612	0.005758569973978957	0.0	0.00048743907011623546	0.00940348970597114	0.0	0.00033564305479932274	0.0	0.0023460060313682334	0.0	0.00014334137169260864	0.0015288228064390418	0.0003500397772474145	0.0	0.00016341501057658264	0.00031416005026560804	0.001275309155000215	0.0	0.0029000790930661744	0.0005703166935050993	0.0025015634771732333	0.0	0.0	0.0	0.024319077456029202	0.0	0.0002353917030029256	0.00064376898258707	0.029230291958222743	0.0	0.000620989443179466	0.04515646969540538	0.000276598022770263	0.0001058884570992916	0.010129757005977232	0.0001421277043743749	0.00022341376228775692	0.005131072914213955	1.8372221201543268e-05	0.0	0.012942316093373093	0.0012271851691654637	0.0008857025877555795	0.0	0.011551524272437006	5.8070323161348394e-05	0.0005795626422402217	0.009784794678309297	0.16358368620459104	0.003195682957633281	0.11064559439654476	0.009155564858978385	0.028467047948899066	0.02432075391293231	0.009939829930535857	0.0011719048086252194	0.03685999713455853	0.0005607690547035935	0.0010247195376620853	0.006775860388027688	0.005172404099692467	3.05685755043815e-05
d__Bacteria;p__Bacteroidota	0.34042004781754676	0.08932005883018442	0.19775197927511318	0.33985751781027373	0.09078971200869408	0.12010054876154758	0.07205883449813905	0.43840030506697175	0.40434906863560555	0.21107598877930459	0.19814836675154723	0.3418567702868791	0.06195704057279236	0.4069399719859641	0.20646578725181344	0.16242074598731937	0.3346181953658991	0.12841369986480397	0.36664030231127515	0.3025325043239697	0.2535776036493397	0.3127634881114164	0.0	0.057579318448883664	0.15014007881613056	0.7282318850885302	0.2028796251667358	0.5885424167453017	0.3669987246216952	0.03549060542797495	0.11612502587456014	0.42730952591294835	0.20490559977158357	0.13191583985429747	0.3925524885110984	0.2675369795230826	0.38036193029490617	0.4439849697825916	0.23183905934227447	0.32883143779837126	0.44693726376569354	0.3287196535716621	0.4113503622189357	0.28867152765427706	0.19727074901873054	0.42069875190284006	0.41292424692195695	0.0451638963851694	0.2506422061393734	0.1764323165831069	0.2844540783038656	0.25702366890447215	0.07308922156143428	0.27699481928370967	0.10243999589612365	0.06274323838179023	0.15974184977271838	0.08444724193179218	0.13678306056043904	0.039929370727849814	0.2486014831306538	0.11599245975137559
d__Bacteria;p__Verrucomicrobiota	0.01498520144696963	0.022061319153750425	0.005610972568578554	0.0002249718785151856	0.01165247841574594	6.61505010181425e-05	0.00020138583287959366	0.0002574002574002574	0.004845568821153296	0.16601528908710272	0.001829710450429181	0.0028777841062381966	0.00012728719172633253	0.001162438087536642	0.002097159302399477	0.0003427200548352088	0.000434655929232283	0.003470031545741325	0.0009403286756305475	0.0015991232778672392	0.011183460250892101	0.06698673755840137	0.0	0.004112808460634548	0.007218999569882473	0.0	0.005739073901785614	0.012833464809803343	0.0006549239943469718	0.0	0.015317739598426828	0.04474881081754232	0.0004996609443591848	0.019631719946208662	0.015919262307391945	0.002800442175080276	0.0004282097110515341	0.00948708892551605	7.348888480617307e-05	0.0	0.010963171190336	0.007222286487383631	0.0008355684790146977	0.014215424743612544	0.0009660165544731651	5.392244293553779e-05	0.014269963105890335	0.004099558244667137	0.034943051857412644	0.0071567989590110605	0.04258669125457653	0.0027810588956504838	0.006744594071137239	0.07841692894930691	0.014387707683301448	5.4507200401173e-05	0.006499342250934525	0.0029812314030670632	0.0009470156864649604	0.002329032747283698	0.006128174422461727	9.170572651314449e-05
d__Bacteria;p__Patescibacteria	0.03177467092106549	0.06398913904287816	0.0	9.373828271466067e-05	0.05033810300066413	2.3008869919353912e-05	0.00012679848736863304	0.002669336002669336	0.0003497681719494457	0.0	0.0	0.0015288228064390418	0.0013046937151949085	0.0012851799974007596	0.003640523291178313	0.004055520648883304	0.010723105067323905	0.000135196034249662	0.00608137797697513	0.006620146716765074	0.040319317220321525	0.002946107071648927	0.0	0.002937720329024677	0.010090324680608675	0.0	0.001429163911089191	0.0010156288623452106	0.0	0.0	0.0	0.010333034951160763	0.0023555444519790143	0.00015883268564893742	0.002455471120055267	0.0001842396167815971	0.005008191837950551	0.004753355309630327	0.001451405474921918	0.0006932743611345128	0.0016068681266500789	0.0007845937966795588	0.002205900784598802	0.00026676151520540635	5.0842976551219215e-05	0.00036501345987133277	0.005223131617262486	0.00026642831359471956	0.00018767667999953082	0.0012246928699911975	0.002631337722490928	0.0013805614947942366	0.00183805378965677	0.0005783408314714817	0.0004224578598284821	0.0001853244813639882	0.00036469255115464266	0.00010299839780270085	0.00011169928609586713	0.0004387247733255338	0.0024850028392000767	0.13529142041980843
d__Archaea;p__Nanoarchaeota	0.0	0.003575065052607761	0.0	0.0	0.0021584254060254783	0.0	0.0	0.0	0.0	0.0	2.5295536181048583e-05	0.0001199076710932582	0.0	0.0	2.7235835096097104e-05	0.0	0.0	0.0	0.0	0.0	0.005315822388993121	0.0	0.0	0.004112808460634548	0.0	0.0	7.285933664376269e-05	1.6121093053098583e-05	0.00013787873565199407	0.0	0.0	0.0	0.0001873728541346943	0.0	0.0	8.948781386534716e-05	0.0	0.0	0.00011941943781003123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0784170993815279e-05	0.0	0.0	0.00014610715742437432	1.207022456652806e-05	0.0	9.117313778866067e-05	0.0	0.0	1.0832710452482315e-05	0.0003598194156307803	0.00022926431628286122
d__Bacteria;p__Bdellovibrionota	0.0056616686368443974	0.009322321529584794	0.0	0.0	0.01529010444967699	0.0	0.00011188101826644091	0.0	0.0020303615835114163	0.0	0.0	0.0012290536287058965	0.002545743834526651	0.00024548381972823495	0.0003177514094544662	0.0003427200548352088	0.0051728832017424444	0.0	0.003190087002372792	0.0027621220254070494	0.015800316374204464	0.0006546904603664282	0.0	0.0	0.011462050846866535	0.0	0.0008687074753679397	0.0018775699709175481	0.0060666643686877395	0.0	0.0	0.007382563908245886	0.0009993218887183696	0.001048295725282987	0.017203316012374972	0.0006211507080065273	0.0029229967232648198	0.003394553017816498	0.0006981444056586441	3.5102499297950014e-05	0.006788353055138749	0.0015792464881883427	0.004520425471469514	0.0028098879601636136	0.0	0.0001617673288066134	0.0014983814653039876	0.0008336627876996064	0.0061112218924847216	0.004841364001683952	0.006885693179551055	0.0018939110758910103	0.0012987900745095359	0.013721897201439156	0.0017079367761637205	0.00041425472304891476	0.034027117496125144	0.00040627145799954225	0.0013598173959496868	0.0012945088990716368	0.007848561003446395	0.005436111677195842
d__Bacteria;p__Fusobacteriota	0.001244322777328439	0.0016857110532865708	0.007390504321719972	0.001106111736032996	0.00018112660749864155	0.1081301841860037	0.0	0.001477668144334811	0.0	0.05873666356298594	0.004131604242904602	0.0	0.0	0.0005054078641463662	0.0021243951374955742	0.0	0.0	0.07570977917981073	3.515247385534757e-05	0.012066112005725532	0.00034948313284037817	0.001616887046056482	0.0	0.0	0.0006509886890715274	0.0289856360662732	0.0006669431585082892	0.00012359504674042246	0.0	0.0	0.004139929621196439	7.450684451805247e-06	5.3535101181341234e-05	0.07005580321689132	1.5018171988105607e-05	0.0015212928357109018	0.0021503574620196603	0.00013244643277607722	0.00033988609222855044	0.052188640831227186	0.0	0.004486267093834401	4.177842395073488e-05	0.0006342996028217441	0.0035386711679648575	0.044734888235367316	0.0	0.012496347353765234	0.0	0.0025067932182632324	0.0	0.0	0.0004101442340556429	9.740477161624955e-05	0.002576992944953741	3.8155040280821094e-05	6.512366984904333e-05	0.004257267109178301	0.0003350978582876014	0.0005741336539815627	0.0006128174422461727	0.0
