# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae	0.0	0.0001810159520307727	0.0003813282328160182	4.6869141357330336e-05	0.0010565718770754091	1.7256652439515434e-05	4.4752407306576366e-05	8.58000858000858e-05	0.006231845112416343	5.930600117425882e-05	0.00034570566114099733	0.0008993075331994364	0.005632458233890214	9.386146048432514e-05	0.0011075906272412822	0.004055520648883304	0.0	0.005520504731861199	7.030494771069514e-05	8.573388203017832e-05	0.00012875694367803407	0.0	0.11784068466096116	0.0781433607520564	0.0	0.00015999431131337552	7.285933664376269e-05	8.59791629498591e-06	0.006445830891730723	0.09342379958246347	0.040157317325605464	8.089314547674269e-05	3.569006745422749e-05	0.0	0.0	0.0001421277043743749	4.654453380994936e-05	3.433796405305706e-05	0.0	0.0	0.0	3.0176684487675338e-05	0.0	0.0	0.00016269752496390148	4.977456270972719e-05	0.0	0.0	0.0	0.0	0.0	4.983976515502659e-05	0.0	0.0	0.000995793526738565	0.00044150832324950124	0.0	0.00012016479743648433	0.0004516536350832888	0.0032877276223283827	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae	0.0	0.0001810159520307727	0.0	0.0	0.00028678379520618246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011323379543506042	0.0	0.0	0.00024959972726663947	0.0	0.0	5.8611302864139e-05	0.0	0.0	0.0	1.1244356738461885e-05	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group	0.0016176196105269706	0.00029415092205000565	0.00019369053095416797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005182514646237044	0.0	0.00014164728335420767	0.0	0.02345974149646368	0.0	0.0	0.00011043558118177696	0.0	0.0001289049802158878	3.2242186106197163e-06	0.0	0.0	0.0	0.0	5.3535101181341234e-05	0.0005823865140461038	0.0	0.0	1.8617813523979743e-05	0.0	0.0	0.0	0.0	0.0025247826021355035	0.0	0.005684984290710771	0.0	0.0	0.0	4.297230864430961e-05	0.0	0.0016839526962378966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae	0.0	0.00023758343704038918	0.0	0.0	0.0002565960272897422	0.0	0.0	0.0	0.0	0.0	0.0	0.0008393536976528073	0.0	0.0	0.0	0.0	0.00031524495966297447	0.0	0.0006327445293962563	8.200632194190971e-05	0.0	0.0004265407544811578	0.0	0.0	0.00016855957127744905	0.0	0.0	0.0	0.0	0.0	0.0	0.001168693075440309	0.0	0.0	0.0006758177394647523	1.579196715270832e-05	7.447125409591897e-05	0.0012312612824739032	0.0	0.0	0.0007255598396930616	0.00019111900175527714	0.00011697958706205768	0.0	4.067438124097537e-05	0.0	5.6542696803924065e-05	0.0001632947728483765	7.037875499982405e-05	0.00015308660874889968	0.002480359328577514	0.0	0.0003114058073385437	0.0033909036118906877	4.828089826611224e-05	2.72536002005865e-05	0.0018234627557732134	8.583199816891738e-05	3.885192559856248e-05	0.0017386500276234116	0.0011975239926461908	1.528428775219075e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae	0.0	0.0	0.0	0.00015935508061492312	0.0001509388395822013	0.000661505010181425	0.028872761447292852	0.0	0.0021199363592545673	0.0003676972072804047	0.0031366464864500242	0.0011091459576126382	0.0	0.0016678459516830083	0.02842513322862668	0.0	0.0012084390120414021	0.000270392068499324	0.0030846295808067492	0.00021619848511958013	0.0007541478129713424	0.012230808145936455	0.0	0.0	0.0011334178068656056	0.0	0.0010480535347987402	0.0	0.0003446968391299852	0.0	0.0	0.000963267061269107	0.0	0.0	0.0006833268254588052	0.0	0.0004933720583854632	0.0002796091358606075	0.0	0.002334316203313676	0.0029554217553989627	0.0006035336897535068	0.00016711369580293953	0.0061829391190941965	0.0031624331414858353	0.0	0.007824095670242993	0.0010700104852433092	0.00034016398249914957	0.011806804699758889	0.0022053629682352244	0.005273047153401813	0.0032887491360387663	0.0024716460797623322	0.0034882948997266095	0.0051945361982317865	0.003138960886723889	0.0012073701075761044	0.005890923218882036	0.011396011396011397	0.003924280501723197	0.00036682290605257795
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae	0.03805850094657411	0.0013349926462269488	0.027231678086337554	0.011951631046119236	0.0009509146893678681	0.00018119485061491206	0.030073617710019318	0.0015062681729348397	1.2796396534735819e-05	0.0006938802137388282	0.008069276041754498	0.0007494229443328637	0.0011137629276054097	0.0032995913416412758	0.02334111067735522	0.0031130404980864797	0.0011797803793447681	0.0012618296529968455	0.0004394059231918446	0.013001729587880956	0.003458043630210058	0.00020831060102568171	0.0	0.002937720329024677	0.009334712809364938	0.00010666287420891701	0.004242655218409873	0.0	0.024128778739098963	0.0	0.007658869799213414	0.001112280750305212	0.0	0.002107180296275903	3.0036343976211215e-05	0.0	0.008061513255883229	0.0020259398791303666	0.0001102333272092596	0.02980202190395956	0.003453057038120382	0.005200448626709383	0.0012700640881023405	0.008453376015175765	0.004474181936507291	7.051396383878018e-05	0.005216063780161995	0.0011688467951252214	0.002709582067493226	0.016227180527383367	0.00016176256490722918	0.0	0.00044052528843013496	0.0020333246074892095	0.0031080828258809754	0.0002997896022064515	0.0016736783151204138	0.007587548638132296	0.015642756544121218	0.0022369547084375983	0.02325332973513918	0.0002954962298756878
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae	0.0004888410910933153	0.0020590564543500394	0.0	0.004621297337832771	0.0019471110306103967	8.628326219757717e-06	8.950481461315273e-05	0.0	0.00012796396534735818	0.0	5.902291775578003e-05	0.0001798615066398873	0.0	7.220112344948087e-05	0.000254201127563573	0.0001713600274176044	0.0028849690247944935	0.0006985128436232537	0.003137358291589771	0.0014798413550426433	0.003347680535628886	0.00658658281338346	0.0	0.0	0.007521244318379968	0.0	8.967302971540022e-05	8.490442341298586e-05	0.0	0.0	0.0	0.0008823739157923643	0.002007566294300296	7.412191996950412e-05	0.0021250713363169436	0.00035795125546138866	0.00018617813523979745	0.0003924338748920807	1.8372221201543268e-05	0.0	0.005739900093069194	0.0011064784312147624	0.0006851661527920521	0.0	0.00027455207337658374	4.1478802258105995e-05	0.0012863463522892725	0.0004297230864430961	0.027412525072431467	0.001951854261548471	0.0026259456369940202	0.0009170516788524892	0.001306385338103159	0.0023316267205639738	0.010995974580107063	0.000583227044292551	0.004369798246870808	0.00026894026092927445	0.0013549609052498665	0.002491523404070933	0.0036769046534770363	0.0015437130629712655
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190	0.0	0.0015046951012557981	0.0	6.561679790026247e-05	0.004045160900802995	0.0	0.0	0.0	7.677837920841492e-05	0.0	0.0	0.0006295152732396055	0.0003500397772474145	0.0	0.0	0.0001713600274176044	0.0010173814607305086	0.0	0.0019509622989717901	0.0002124709250313115	0.0008277232093587904	0.0	0.0	0.0	0.006387826511514362	0.0	0.0001625323663591629	0.0003987283681799716	0.010444314225638551	0.0	0.0	0.00737298445680785	0.0	8.471076567943329e-05	0.00832757636740456	4.2111912407222194e-05	0.00018617813523979745	0.0026930774664469036	0.0	0.0	0.002754088396740679	0.000985771693264061	0.0006517434136314641	0.0	0.0002542148827560961	2.0739401129052997e-05	7.774620810539558e-05	0.000992660329683552	0.006228519817484428	0.0007080255654636611	0.010541527146454434	0.00030900654396116486	0.0014810764007564883	0.0031169526917199856	2.414044913305612e-05	0.0	0.007606444638368261	1.1444266422522316e-05	0.0	6.499626271489389e-05	0.0007927271500615628	2.037905033625433e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12	0.00013332029757090417	0.005170268129878946	0.0	0.00013123359580052493	0.006158304654953812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56800137088022e-05	0.0	0.00018026137899954936	0.0	2.609292061788036e-05	0.002023323400654821	0.0	0.0	0.0	0.004487172035385885	0.0	0.0	1.2896874442478865e-05	0.0	0.0	0.0	0.00022139176656792736	0.00042828080945072987	0.0	5.256360195836963e-05	0.0001421277043743749	0.0	0.0	0.0	0.0	7.977359494007484e-05	0.0	3.342273916058791e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001358805545220725	0.0001345673659185718	0.00012911948109159128	0.0004626726651771854	6.638623511590434e-05	0.0	0.0004167914870338773	1.1444266422522316e-05	0.0	0.0008612004809723441	0.0003766859507384731	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0.01021233479393126	0.004762982237809707	0.0	0.00027184101987251595	0.0012527923685322706	2.588497865927315e-05	0.0016409216012411335	0.0004099337432670766	0.006786355628921562	0.0	0.0	0.004106837734944093	0.003532219570405728	0.00015162235924390984	0.0026872690628149142	0.00936768149882904	0.03644900435133573	0.0	0.03951138061341067	0.009840758633029164	0.0013795386822646506	0.014363511918342245	0.0	0.0	0.0036327493809795055	0.0	0.004926412069989799	0.16796459378069725	0.02188824928475406	0.0	0.00310494721589733	0.07434718699408523	0.0014900603162139976	0.005485022077743305	0.03460186826059532	0.0012317734379112492	0.033977509681263035	0.07266894278314104	0.0018464082307550983	0.0	0.03536629375676651	0.005245713653440897	0.03819383517576183	0.02167289110202146	0.00041691240771999754	0.004612442811101387	0.03290784953988381	0.0015040308025508363	0.00041054273749897363	0.02774694783573807	0.013469429571275282	0.006543961164854991	0.004048275495401068	0.02426596372889817	0.0007362836985582117	0.00044150832324950124	0.025209372598564674	0.0002574959945067521	0.028289058326453304	0.005665507566648251	0.010254853345477238	0.003897493376808641
