# Constructed from biom file
#OTU ID	16S0064C	16S0064O	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0092O	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118O	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	16SNEGCTRL
d__Bacteria;p__Bacteroidota;c__Bacteroidia	0.30977908689248895	0.0	0.08696433384242207	0.1855293518512697	0.34081875179281235	0.08462946700998705	0.12123637819055069	0.07070755355848211	0.42841991432017634	0.3651906492612744	0.20006775024447612	0.1960398432509883	0.33588020497713955	0.04849147753167441	0.40889259835350356	0.20069712320490773	0.1654832288540955	0.33380567420713	0.12675634587920948	1.0	0.35330028458643165	0.26669601008779237	0.2543249768547933	0.29403943936426097	0.0	0.062421972534332085	0.1059873423484952	0.730960179441217	0.20534842406202572	0.5925194173881131	0.3579495167628421	0.0	0.03257868580894534	0.11424202708606378	0.4056435783696841	0.19078660266201178	0.13077080212447229	0.34752412801783567	0.26801730100007687	0.3558343398850701	0.3999349597206691	0.23181481017657768	0.3269477919126823	0.43709360440157696	0.31476694320868903	0.41413850188798573	0.2717833544901214	0.20109519705911227	0.42341189435142723	0.40210553344460137	0.04811715481171548
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.3157781050564556	1.0	0.6434282634084988	0.354190112729719	0.4902573454083514	0.3451560569753077	0.6837102261356814	0.7545432092863915	0.38075531339683066	0.4108776532828663	0.5134957208689928	0.36697049735011306	0.5340145447850502	0.4729438215902531	0.46422094920141127	0.4356276432588186	0.607356130603999	0.34303161285718653	0.5151564011609159	0.0	0.407849077389149	0.4320620494396993	0.5271298128415053	0.4942302422587815	0.6009453072248481	0.6479400749063671	0.6844966534626418	0.0067759706437172116	0.5204360153887784	0.12419186966435443	0.31890112224307005	0.7455621301775148	0.7526228602981778	0.390782000873744	0.17688434712867399	0.5808513346425195	0.6023877615869989	0.1733990436797794	0.6701118636997354	0.47219172065444165	0.29883155708710835	0.6826707254809405	0.42810445342621395	0.2817032873982411	0.4622209530680133	0.37379327021446773	0.5078670702730853	0.4978565117319167	0.4675891365397604	0.3346145204775966	0.50418410041841
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.051448208149239075	0.0	0.0674692300781601	0.005941415754496929	0.050424128180961356	0.2943426555732508	0.007043620111460816	0.07572679398009831	0.021440751986025037	0.16056259274392998	0.008897013236863803	0.37957256547033336	0.051029488477707205	0.06438185519399629	0.0861717060586517	0.2759492494306827	0.15018271487566476	0.2121405197108866	0.036508960243239505	0.0	0.1496373818048288	0.06555082359845511	0.05037486158258754	0.06254884249627021	0.3187035786630655	0.17540574282147317	0.07232618494741155	0.0003097050294219778	0.05306657882042896	0.25033059193704615	0.16823025454030516	0.20118343195266272	0.15240198785201547	0.3018785495849716	0.20617197125876222	0.1551567386719034	0.029608697625856824	0.2436196426999912	0.027559746632562325	0.06459317008894257	0.17246514069239371	0.06917645245503676	0.018579224794650673	0.165728666569519	0.11395835838242956	0.17858670783653577	0.052384207271425315	0.10153480304997109	0.023208382211794817	0.14520477596610604	0.25313807531380755
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia	0.0011978399607265587	0.0	0.0015834156859221992	0.007154847755150798	0.0009322624267508093	0.0001786059803235745	0.10501755598813833	0.0	0.001528511417044462	0.0	0.05687824769745042	0.003944619952699087	0.0	0.0	0.0005387154292651466	0.002026304782265186	0.0	0.0	0.07297185239784401	0.0	3.672082989075553e-05	0.012304410236888646	0.0003630620654600904	0.0014817671595741442	0.0	0.0	0.0004780767654691982	0.028877647743376537	0.0006706119039495512	0.00012634086766094923	0.0	0.0	0.0	0.004150283966797728	0.0	5.4549421776129175e-05	0.06999863815879069	2.9334976091994484e-05	0.0014600463262819316	0.0019490501811793126	0.0001426321915150962	0.0003467974221391621	0.05173312969137067	0.0	0.004057953589034507	0.0	0.0006314487517495036	0.0035233929292157995	0.044874871138601544	0.0	0.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae	0.0003829160530191458	0.0	0.0031780612703261163	0.0	9.220177846986026e-05	0.0002976766338726242	3.335334534053766e-05	0.00020714325549527155	0.0	0.004408696961224972	0.07624459116562378	0.0010271548673330226	0.003344686857528614	9.114939385653085e-05	0.001138131188588338	0.0019240600455453828	0.00011883894352179208	0.0001936937396144475	0.0	0.0	0.0	0.0005075618789306305	0.0	5.0745450670347404e-05	0.002025658338960162	0.003121098626716604	0.006133041934162	0.0	0.005835500076473287	0.005172756095946865	0.0003894218855099657	0.0	0.0	0.0	0.07254540327809858	8.182413266419377e-05	0.0	0.017850332951978645	0.0	2.745141100252553e-05	0.010537666309135307	0.0	0.0	0.010440748457124402	0.00010019638491443229	0.0008835401127211175	0.0	0.0009381170028252594	5.7765454480821866e-05	0.015350173321350623	0.0
d__Bacteria;p__Campilobacterota;c__Campylobacteria	0.049150711831124204	0.0	0.018035216961638668	0.04736785851257128	0.09334917837970741	0.008811228362629675	0.039505521494715014	0.020658556211509197	0.08587738634945723	0.006795845071937031	0.007337479307413538	0.023279299808379512	0.007364448126668508	0.004770151611825115	0.022610872946621646	0.021582934423943857	0.039424819513354525	0.009098508558204968	0.20138664946791357	0.0	0.01735059212338199	0.043927894490574416	0.015393831575507833	0.006617206767413302	0.0	0.0018726591760299626	0.04105085826162182	0.011825101123384607	0.15064649340564962	0.0023138427477333847	0.026055864339575883	0.0	0.0	0.025338575797291395	0.0167657220473469	0.0003727543821368827	0.07347133324254392	0.0035715333392003284	0.00042264498918687495	0.025831777753376525	0.0073141787808941325	0.00027936459005654723	0.0923746018737544	0.018597213962482623	0.04452727345597371	0.007300831457748182	0.05856849917000293	0.15037142888309535	0.03362838150083538	0.0635190653485685	0.0
d__Bacteria;p__Firmicutes;c__Bacilli	0.0010211094747177222	0.0	0.0	0.1966137073805587	0.002653362291521534	0.00043163111911530505	0.037904560918369204	0.00021511030378355123	0.0012581624589277545	9.032452310802383e-05	0.0011313012521012163	0.0009926286533050218	0.011445579796863973	0.3448789232218272	0.00012898820137334497	0.0002881442580285356	0.0018420036245877774	7.645805511096613e-05	0.03418252176717188	0.0	0.0	0.0009318518870992046	9.07655163650226e-05	0.002070414387350174	0.01823092505064146	0.016853932584269662	0.0006510950234485271	0.016986851613750905	0.006729649281739356	6.377205700981248e-05	0.00031861790632633553	0.033136094674556214	0.027609055770292656	0.018785495849716033	1.316593577437097e-05	0.0	0.0005787825139588724	0.0	2.7444479817329542e-05	0.0	6.275816426664232e-05	0.0	0.0007357186760788988	0.0	0.0033465592561420384	0.0002883130894142594	0.00017576408553852163	0.0024325592050003816	1.3330489495574277e-05	0.0	0.04811715481171548
d__Bacteria;p__Firmicutes;c__Clostridia	0.056838487972508595	0.0	0.005772167819602911	0.17117564585389775	0.016749989755357946	0.0015479184961376456	0.002789552519390422	0.03217890803636161	0.02284448696086179	2.5807006602292523e-05	0.07478732175613748	0.020301413848464445	0.0017490564300837706	0.0038282745419742957	0.007815167494973255	0.03529302412046289	0.006862948988383493	0.001360953380975197	0.0029944257612751646	0.0	0.00034884788396217755	0.13436114613816785	0.003322017898959827	0.04461540022936944	0.006076975016880486	0.02247191011235955	0.01129627100122934	0.19958142896023576	0.017571208395590433	0.00017326747564930183	0.03508337168548872	0.0	0.0	0.08409785932721713	0.0012814844153721076	0.00016364826532838753	0.029824322483998366	0.00019067734459796414	0.0009440901057161362	0.012819808938179423	0.002436157831077843	0.0002408315431521959	0.042112909534541526	0.006998570353945705	0.014187808103883611	0.0015345696694629937	0.040972561273313154	0.004788760049305684	0.00019107034943656464	0.005785402490692001	0.03138075313807531
d__Bacteria;p__Planctomycetota;c__Phycisphaerae	0.00014727540500736376	0.0	0.0011566795436169256	0.0	0.0	0.0012353580305713902	0.0	0.0	0.0	0.0001677455429149014	0.0	0.0	0.0001841112031667127	0.0	0.0	0.0	0.0	4.5874833066579677e-05	0.0	0.0	0.00034884788396217755	7.930654358291102e-06	0.00030860275564107683	0.0	0.0	0.0	0.0015708236579702226	0.0	7.647328729249268e-05	0.00011791814315021929	0.011576450596523525	0.0	0.0	0.0	0.022224099587138196	2.7274710888064588e-05	0.0	0.0001320073924139752	3.8422271744261356e-05	0.0	0.0016887651475387389	0.0	0.0	0.004194416109708597	0.00012023566189731875	0.0002697122449359201	0.0	0.009882953541391685	1.3330489495574277e-05	0.00032898960071896266	0.0
d__Bacteria;p__Spirochaetota;c__Leptospirae	0.0763181148748159	0.0	0.0	0.0	0.000235626767200754	0.0	0.0	0.001935992734051961	0.043079066672212285	6.021634873868255e-05	0.0	0.0	0.01847249071772684	0.00012153252514204114	0.0008118669145263477	0.0	0.0004159363023262723	0.0011162876046201054	0.0	0.0	0.0009914624070503993	0.00011895981537436653	0.0	0.0	0.0	0.0018726591760299626	0.006647543596047899	0.0	0.0020236008329705753	0.0	0.0	0.0	0.0	0.0	0.00043008723529611837	0.0	0.0	0.0001026724163219807	0.0	0.009278576918853629	0.003149318788653324	0.0	0.007161615973476876	0.00038990346935319345	0.0	0.0001116050668700359	0.03905868567522703	0.0002836167682960086	0.0	0.0	0.0
