# Constructed from biom file
#OTU ID	16S0064C	16S0064O	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0092O	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118O	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	16SNEGCTRL
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__NS3a_marine_group;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002856014340837967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002160219289487538	0.0	0.0	0.0	0.0	5.6310005349450505e-05	0.0003706013153405414	0.37271157583159364	0.0007080397918363012	0.0	0.023743787962451683	0.0	1.316593577437097e-05	0.029520328751181903	0.0	0.0	0.0003952005093695454	0.0	0.0	0.0009633261726087836	0.0	0.0	3.0058915474329688e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Ornithobacterium;s__Moheibacter_sp.	0.0	0.0	0.0	0.0	0.19594926853255748	5.953532677452484e-05	3.335334534053766e-05	0.001083518567206036	0.2722621968972258	0.0	0.0	0.0	0.0	0.0	0.2740392275883	0.0021285495189849886	0.029382928785763096	0.0007390945327393392	0.0	0.0	0.011521160378224548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109217999126256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006971001421769217	0.0	0.0009951451795911534	0.0	0.0	0.3003048238597988	0.028638143535755552	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella_algae	0.12354442808051055	0.0	0.0	0.04406078476985659	0.01268286686063189	0.00011907065354904967	0.05569099035178683	0.0059752862162097565	0.0042008068876596095	0.0	0.06041915670120225	0.011333229754691249	0.33588020497713955	0.00048613010056816456	0.00400622178383095	0.00043686387507552166	0.019816393832258833	0.0	0.0508822038973603	0.0	0.0	0.0	0.0	0.03621195359835991	0.0	0.0	0.060916086144880026	0.0	0.003829546925185595	0.0	0.0	0.0	0.0	0.0	8.777290516247314e-06	0.0	0.07196195923555314	0.0	0.0	0.020268291790198015	0.0	0.0	0.0051127791540166515	0.00010633730982359822	0.005170133461584706	0.0	0.03421540865149888	0.0003163417800224712	0.08827005794319434	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.021634873868255e-05	0.0	0.0	0.0	0.0007595782821377571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022941986187747802	0.1049856512871728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002799336941367613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;__	0.008286696121747669	0.0	0.006940077261701554	0.0023011197525353183	0.1178031389583248	0.022444818193995863	0.015281896410573616	0.04298222551526885	0.0037744873767832634	0.11998967719735908	0.04272100321494084	0.021665199302570475	0.0004295928073889963	0.0020052866648436786	0.0005766531355514246	0.014751127015847933	0.0292640898422413	0.0018247989153150582	0.027318376560556502	0.0	0.008096942990911595	0.3040573227697017	0.021456968068691344	0.019232525804061665	0.0	0.0024968789013732834	0.00201247552702272	8.446500802417576e-05	0.07690859677400379	0.07713892080834091	0.03281764435161256	0.0	0.013804527885146328	0.0	0.00528063740683729	0.00014546512473634447	0.042829906032956555	0.0005353633136788993	0.010176413116265794	0.015445993924087699	0.0007530979711997079	0.0013197568564740335	0.007468941496395909	0.006297531792886428	0.027168249769548316	0.0028924313163817637	0.005455196432640042	0.2747155651064108	0.010286694394084818	0.0016449480035948133	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio_fluvialis	0.0	0.0	0.0	0.0	0.0	0.0	0.05596084923681482	0.3068827330162448	9.358233165578339e-05	0.0	0.051132259981975875	0.016063321076527352	0.0	0.0	0.0006677036306384916	0.024204117674396987	0.0	0.0	0.05219514442345787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013204024951054045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.533867229898207e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Glaciecola;s__uncultured_bacterium	0.0	1.0	0.0	0.0	0.0	0.006787027252295831	0.0	0.0	0.0	0.0032559839996559067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1462050937607784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033130866924351186	0.0	0.00010532748619496777	0.09833442432176885	0.0	0.0	0.33289056239228043	0.0	4.5642301284830784e-05	0.26137929041394126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium;__	0.0	0.0	0.00010106908633545952	0.00013831867364966395	0.03594844896119329	0.000357211960647149	0.00048513956858963863	0.006086824892245672	0.0027866738759722166	0.0009677627475859696	0.002237036374211445	0.00955512973224921	0.0	0.0	0.0013657574263060055	0.005539805735000233	0.0	0.0	0.0003915787533975215	0.0	0.0	0.0	0.014595095031495635	0.00010149090134069481	0.0	0.003121098626716604	0.0	0.0	0.010847441674412038	3.248765168424409e-05	0.0	0.0	0.0	0.045434687636522496	4.8275097839360224e-05	0.3814913811913594	0.0	0.0	0.04371905634900596	0.0	2.2821150642415392e-05	0.20869498203396689	0.0	9.058363429417626e-05	7.01374694401026e-05	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;s__uncultured_Bacteroidetes	0.00035346097201767305	0.0	0.0005951846195310394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005523336095001381	0.000638045756995716	0.0	0.0	0.001485486794022401	0.0027932676133872957	0.0	0.0	0.0011567061415587992	0.00017447439588240426	0.0001815310327300452	0.0	0.0	0.0	0.0	0.0	0.0009000317658270292	0.07186148227918926	0.0004248238751017807	0.0	0.0	0.0	0.00078008169463148	0.0	0.0	0.0004766933614949104	4.391116770772727e-05	0.00013725705501262765	0.0002510326570665693	0.0	0.0	0.0006183317645298118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__	0.004869906725576829	0.0	0.0013251280208426916	0.05539034158425179	0.0	4.465149508089362e-05	8.186730219950151e-05	0.0	0.0005095038056814874	0.0	0.02927321883968119	0.0003538936937870078	0.0002454816042222836	0.0	0.001760309571683296	0.00030673421015940883	0.0	0.0	0.0025798129635601417	0.0	0.0	0.005099410752381179	0.0	0.003339050654108859	0.0	0.0	0.0	0.7085863373157021	0.0006000211772180195	0.00012754411401962496	0.0	0.0	0.0	0.005024027959807776	0.0	0.00010909884355225835	0.004380589223296563	0.0	0.0002689559022098295	0.0007594890377365396	0.0	0.0	0.0	0.0	0.0003406677087090698	0.0	0.000872310646746737	0.0003708834662332421	0.0	0.0	0.0
