# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae	0.0005798297855612556	0.0033407948167062237	0.0	0.0009937302790640496	0.008423568068105444	0.0	5.576933801795773e-05	0.0003223391423699206	0.00015389282903386083	0.0	0.0	0.0002761837542578329	0.00024315370353484696	6.070033005804469e-05	8.36563397562812e-05	0.0005355230274901821	0.007875259960037516	0.0	0.0023501978389196434	0.0007812190189158107	0.009171812568107519	0.00352173427652211	0.001816708252135429	0.0	0.0009765050531195218	0.003312196504118262	0.0009559214020180563	0.002072662509556786	0.0022062350119904078	0.00010292772186642269	0.0026548021767907044	0.0011307507960260578	0.0014611500545619325	0.001038290549261437	0.0006224954285491966	0.00027938683901730334	0.0006656740639204657	0.0004723238332596374	0.00021390971150090214	0.0007746841046539635	7.635836069507925e-05	8.44624631032398e-05	0.0071174091667736555
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae	0.0	4.499386958526901e-05	0.0	0.0	0.0	0.0	0.0009958810360349594	0.0	4.3969379723960234e-05	0.0	0.0	0.0003682450056771105	0.0004255189811859822	0.0	0.0	0.0008330358205402833	0.033106675365982954	0.0	0.001670843776106934	0.00021810683269223144	0.0	0.00023342907308359804	0.005996503178101153	0.0	0.0	0.0	0.0	0.0009004370710494566	0.0	0.0	0.001956170025003677	0.0	0.000379159191373666	0.0013480567904775563	0.0	0.0	0.0004647901748083725	0.0	0.0003162143561317684	3.9059702755662026e-05	0.00895574487580858	0.00304509406451154	8.024136602901528e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.005700021620771665	0.003442031023273079	0.02368392925628564	0.1620190140556489	0.005092972892241057	0.0034717800377196016	0.009409084028458296	0.046832757975294265	0.02984641495662421	0.056891030762445914	0.05073627151414711	0.014484303556633013	0.1351326707394912	0.018968853143138967	0.02707676863444968	0.11275734856598833	0.021576683113811525	0.018634541852858524	0.09152918927355018	0.005321806717690447	0.0006175081729022884	0.04946666531345465	0.38840676052233775	3.754000356630034e-05	0.1802063602244785	0.0001819753979032526	0.003257213666135599	0.004608249108401575	0.0	0.013860933211344923	0.019833799088101192	4.500500680700728e-05	0.07257661790001295	0.02336440556431952	0.0012060848928140684	0.0012758665648456853	0.008267750651887914	0.014285283595288821	0.023027845464184075	0.009882104797182493	0.04034993945872831	0.03346491696006259	0.023598985749133394
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2	7.862098787271262e-05	0.0	0.0	0.0	0.00014935404376073482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.070033005804469e-05	0.0010410566725226104	0.0	0.0	0.0	0.0	0.0	7.264802034144569e-05	0.0	4.553153514123882e-05	0.0	0.0	0.0	0.0	0.0002021840294503688	0.0	0.0	0.0008236505368436535	0.0	0.0	0.0	0.0	0.0	0.00019694498932558158	0.0001959641435864453	0.0	0.0	0.0	0.0	5.616895622031069e-05
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae	0.0	0.00020247241313371052	0.0	0.0	0.0	0.0	0.0	0.00011437840535706858	0.0	0.0003067935598918553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3621366538446284e-05	0.0	0.0003552181546924318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011436413540713633	0.0	0.0	0.0	0.0	1.9452982142162394e-05	0.0	0.0	2.5123608152108374e-05	0.0	0.00023435821653397217	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured	0.0022112152839200423	0.0010123620656685526	0.0011316982389517958	0.0008605499323853624	0.0006720931969233067	0.0	7.967048288279675e-05	0.041249012186499186	7.47479455307324e-05	0.0	0.0	0.005216804247092399	0.0010334032400230995	0.0	0.0	0.004224681661311436	0.022784732699914365	0.0	0.011787711035831337	0.0007098386009438077	0.0010897203051216855	0.007723457592026875	0.0015526253483162439	0.0	0.0005059002082426438	0.007667392939843086	0.00021242697822623473	0.006122972083136305	0.0005755395683453237	0.0026189387008234218	0.018524783056331814	2.250250340350364e-05	0.005428449886252243	0.003992542664563316	0.00015562385713729915	0.03146827096798227	0.05122145282379726	0.001155685974996985	0.0038689756514945777	0.02705535410875523	4.363334896861671e-05	0.001773711725168036	0.013849659776608037
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae	0.08025237337107141	0.05754715919955906	0.019465209709970892	0.09656599598410032	0.05384213277574491	0.011888951552749832	0.014069807277101906	0.009815746787006613	0.0859117710426459	0.0703707728001943	0.18430093048146806	0.2785466597109277	0.03203550044071609	0.10504192116544633	0.09906769656916055	0.08714149708437463	0.24516780165558863	0.043327037361219886	0.2515996952087178	0.038640599595510965	0.11027969487831457	0.1703930742608925	0.054369206112153276	0.0001220050115904761	0.0495782204077791	0.39885709679625597	0.27272083554611437	0.2907859324108733	0.10312709832134292	0.04685498627630375	0.27590822179732316	0.05252084294377749	0.12996837257476834	0.22700129069267172	0.0552464692837412	0.030667362029466	0.26337453422510027	0.22608232503919282	0.35187217499674484	0.05076459368144209	0.11214861518658711	0.09330434937231054	0.2572778918988317
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae	0.001120349077186155	0.17931181876469332	0.0010499644772497217	0.007181494078596894	0.1903218579643044	0.0031837284188695036	0.007202211652604826	0.047155097117664184	0.0019566373977162304	0.003374729158810408	0.14722840816890223	0.00021480958664498112	0.0005470958329534056	0.007162638946849273	0.0843813613675023	0.003629656075211234	0.0307007707050524	0.005735477035057815	0.022859346167616843	0.002462624420034104	0.12816926988739558	0.049141894429164425	0.002244704682463074	0.0	0.03339529630457545	0.0004140245630147828	0.002938573198796247	0.001890365433822847	0.0032997601918465227	0.013746569075937786	0.0010736873069569055	0.0476152972018137	0.023406144228457285	0.007944930446006023	0.04648290082869704	0.00010244184097301123	0.02662302365703212	0.05938718494995377	0.002641319915924183	0.0005533457890385454	0.0022907508208523776	0.0001689249262064796	0.008826550263191681
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.001149831947638422	0.0007873927177422076	0.0018735893067090843	0.0	0.0	1.5160611518426207e-05	0.0	0.0	0.0	0.0009331637446710598	2.589466052100057e-05	0.0	0.0	0.0	0.0	0.0037189099131262645	0.0	0.00023034044317501266	0.0	0.018840464765832572	0.0	0.004161126954968487	0.0	0.0881439283736732	0.0	5.12950786036014e-05	0.0	0.0	0.0	0.0009835315645013725	0.0	1.687687755262773e-05	2.7743355466365807e-05	0.0	0.0	0.0017508241911751011	0.0	0.00044720022510752905	0.0	0.0006119353431720385	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae	0.00014741435226133616	0.000989865130875918	0.0	0.0	0.001150026136957658	0.0	0.0	0.0	0.0001714805809234449	0.0	0.0	0.00018412250283855524	0.0	0.0	0.0	0.0	4.5875300738082614e-05	0.0	0.00034885749171463456	7.93115755244478e-06	0.0003087540864511442	0.0	0.0015617316553444916	0.0	7.647328729249268e-05	0.00011968851674173661	0.011506461320587715	0.022376137423269504	2.8776978417266186e-05	0.0	0.00013237240770701573	3.937938095613137e-05	0.0	0.0016979779148142836	0.0	0.0	0.0040610056798934925	0.00012059331913012019	0.0002697122449359201	0.0	0.009882953541391685	1.3336178384722074e-05	0.00032898960071896266
