# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;__;__	0.0003341391984590286	0.0008098896525348421	0.0	0.0	0.0004181913225300575	0.0	5.576933801795773e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032622436080414303	0.0	0.0022124909342954454	5.5518102867113454e-05	0.0004177261169633127	0.0029229379586120105	0.0004917405795253792	0.0	1.7647681682882924e-05	4.885245581295372e-06	0.0	0.0010241781163961305	0.0	0.0	0.00022797470216208266	0.0	0.0005548671093273161	0.00014914670873368707	0.0	0.0001490063141425618	0.0005041791726734888	0.0003969530088033123	6.510295567418761e-05	0.0	0.0	0.0	0.004758313005520606
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__uncultured_organism	0.0	4.499386958526901e-05	0.0	0.0	0.0	0.0	0.0009719798911701204	0.0	0.0	0.0	0.0	0.0003682450056771105	0.0004255189811859822	0.0	0.0	0.0007437819826252529	0.0015495657138196795	0.0	0.0005600080788050713	0.00010310504818178213	0.0	0.00023342907308359804	0.005919099568361047	0.0	0.0	0.0	0.0	0.0009004370710494566	0.0	0.0	0.001956170025003677	0.0	0.00012022120702091849	0.0012275921411157322	0.0	0.0	0.00029541748398837235	0.0	0.0003162143561317684	3.9059702755662026e-05	0.00895574487580858	0.0	8.024136602901528e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__uncultured;s__uncultured_bacterium	0.002053973308174617	0.001124846739631725	0.005306407298196199	0.0018030570011883784	0.00022403106564110222	0.0	0.0001593409657655935	0.024279416046250467	0.0	0.0	0.0	0.0010433608494184797	0.0	0.0	0.0	0.0364750684279424	0.003195979284753089	0.0	0.023309188722722557	0.0022365864297894276	0.0	0.019262973074463875	0.00046897481195475987	3.754000356630034e-05	0.0	0.0	0.00024783147459727387	0.002396377922829781	0.0	0.013860933211344923	0.01552434181497279	0.0	0.00705606007361237	0.0034590563602466657	0.00018480333035054275	0.001164111829238764	0.005309636912217679	0.001728504240865056	0.0013950633358754488	0.0059240549179420746	0.0002727084310538545	0.03072210960560475	0.023085441006547695
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2;s__hydrothermal_vent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.070033005804469e-05	0.0010410566725226104	0.0	0.0	0.0	0.0	0.0	7.264802034144569e-05	0.0	4.553153514123882e-05	0.0	0.0	0.0	0.0	0.0002021840294503688	0.0	0.0	0.0008236505368436535	0.0	0.0	0.0	0.0	0.0	0.00018512828996604668	0.0	0.0	0.0	0.0	0.0	5.616895622031069e-05
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallaceae;s__uncultured_bacterium	0.0	0.00020247241313371052	0.0	0.0	0.0	0.0	0.0	0.00011437840535706858	0.0	0.0003067935598918553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.172463020977912e-05	0.0	0.00027402543361987596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011436413540713633	0.0	0.0	0.0	0.0	1.9452982142162394e-05	0.0	0.0	2.5123608152108374e-05	0.0	0.00023435821653397217	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_Bacteroidetes	0.0	0.0006749080437790351	0.0	0.0005224767446625415	5.974161750429393e-05	0.0	0.0	0.0	7.47479455307324e-05	0.0	0.0	0.0014116058550955903	0.0	0.0	0.0	0.002885874092585981	0.005347021163805407	0.0	0.007959459087278636	0.00024586588412578816	0.00012713403559752996	0.0012584871766246155	0.0009516090844518914	0.0	0.00015882913514594633	0.00038715571231765823	0.00021242697822623473	0.003913310559088559	2.8776978417266186e-05	0.0	0.017870275040447126	2.250250340350364e-05	0.001969778238111972	0.0026272766384626417	0.00015562385713729915	0.0	0.04448987308864888	2.5123608152108374e-05	0.0010509477130261713	7.811940551132405e-05	4.363334896861671e-05	0.00018670649738610905	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;__	0.013090394480806651	0.006321638676730295	0.005897405267426581	0.0003278285456706143	0.0008214472406840415	0.00040630438869382237	0.0013543982090075447	0.0011541820904213285	0.0	0.0	0.0009667339927840212	0.0077024580354128945	0.018358104616880946	0.00015175082514511172	0.000418281698781406	0.01050220159466857	0.061549361823594176	0.0	0.02366722667474547	0.012174326843002736	0.000944424264438794	0.033481848352295215	0.01511646966689129	0.0	0.0016118215937033073	0.00010869671418382202	0.054664542396884404	0.006381502481449891	0.0038177458033573143	0.004986276303751144	0.048168848360052946	0.0037635436942359836	0.02042835740840069	0.04628710741431235	0.0022565459284908376	0.003147758386261618	0.025910082795673514	0.10043413594886844	0.014127341381298711	0.0021222438497243037	0.000676316909013559	0.0003022867100537003	0.005271857748106304
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured;s__uncultured_gamma	0.0	0.01637776852903792	0.0001571803109655272	0.0	0.10771413636024195	0.0	0.0	0.0	5.7160193641148304e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018162005085361425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__	0.0	0.00014623007615212428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242296863227188	0.0	0.00034506906455836233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.574565416285453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.811940551132405e-05	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.957244175156421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
