taxon	lfc_(Intercept)	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	ASVno	Taxon
77dcdcd9b6781aea273bf2acdf3d2119	0.5057562919970372	-0.907241035290025	-0.8590587584473033	0.3752820185291673	0.5583316257114356	0.6917043653989757	1.3476699309474889	-1.6249142866195394	-1.2419449716090738	0.1777645674070813	0.10418082361260513	0.21425686588946663	1	1	1	FALSE	FALSE	FALSE	0.13408260775058828	0.31329149043557686	0.10284289450450554	0.13682394191091904	0.3132914904355769	0.10284289450450551	0.14823923739885622	ASV5101	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1); s__uncultured_bacterium
74079170c0d58889c08d2abafb046533	-0.10180496318564033	0.19182176728080602	0.20845738301792632	0.28268841587547594	0.4214629101482833	0.5216538258053681	-0.36013135830258197	0.45513321021135017	0.3996086536815756	0.7187489033620433	0.6490134070661009	0.689444781660872	1	1	1	FALSE	FALSE	FALSE	0.24561678998697428	0.4477811315215555	0.0691021427838172	0.29377473987508274	0.4477811315215555	0.0691021427838172	0.13681689739371608	ASV5105	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1); s__uncultured_bacterium
7f8dbd55d671a81e70fab653f17eb21e	0.03347794277330324	-0.04169679459348123	-0.05165111276282067	0.29349941851657063	0.43745141818967775	0.5415140875300878	0.1140647669508521	-0.09531754352525978	-0.09538276833832289	0.9091864517896022	0.9240626083792143	0.9240108025443003	1	1	1	FALSE	FALSE	FALSE	0.04372608609695111	0.08013985241871886	0.08914148262396449	0.07134900478956142	0.08013985241871886	0.08914148262396447	0.20712831110565155	ASV5107	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacteriales_(SR1); f__Absconditabacteriales_(SR1); g__Absconditabacteriales_(SR1); s__uncultured_bacterium
ae4550e59606ae352300b34dbc79b59d	-0.3064050836292099	-0.16541717776851436	2.0226609205007526	0.445553047556949	0.6621777203915267	0.8207408587861676	-0.687696078635948	-0.24980782752809613	2.4644330775638017	0.49164418992401027	0.8027359661388582	0.013723018756910144	1	1	1	FALSE	FALSE	FALSE	0.15025774844421963	0.07691650430225436	0	0	0.07691650430225433	0	0	ASV5228	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22; s__uncultured_bacterium
9ab0e35a677bf6eabfb0ccf857062a75	0.11882274484944663	-0.6729178794534503	0.7520627457978467	0.2921773224575611	0.43549638173467736	0.5390854984506974	0.40668024420925303	-1.545174443868101	1.3950713717197631	0.6842428522248131	0.12230407416114239	0.16299431815676177	1	1	1	FALSE	FALSE	FALSE	0.0910389501240977	0.3667851111251926	0.13171715509707538	0.551656764948828	0.36678511112519263	0.13171715509707543	0	ASV5229	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22; s__uncultured_bacterium
405c3bb9dc375e50941b8c07c3010fee	0.04485905852335364	-0.22311918149940219	0.2500201638925003	0.25231190928176345	0.37650274755243024	0.46582593690795115	0.17779207747684367	-0.5926097032487964	0.5367244373554605	0.8588862694811983	0.5534423838101734	0.5914579733104497	1	1	1	FALSE	FALSE	FALSE	0.12580386441457495	0.2083942443771233	0.021193981563253885	0.1600745618264748	0.2083942443771233	0.021193981563253916	0.3241237751829512	ASV5208	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22
930e944719125d9ab19dda2c75239a2c	-0.39110680339996917	1.011348804503438	0.12440069972468061	0.4838856233827018	0.7188284177204585	0.8911318964770358	-0.8082629127640882	1.406940487565332	0.13959852656658484	0.41893924762942386	0.15944503657812767	0.8889772048518438	1	1	1	FALSE	FALSE	FALSE	0.08295103240009608	0.14040876730659543	0.036862448705351894	0.11077337841328358	0.1404087673065954	0.036862448705351894	0.025388030940635836	ASV5199	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22
c2e9ef2b5847ea8b20c32f7a00419f7e	-0.5533465804715759	1.2984991789726192	0.42213875254620287	0.4375693071542452	0.6503791275743876	0.8060803768501379	-1.2645918519063741	1.9965265241758583	0.5236931262311135	0.20601767543313215	0.04587664159983515	0.6004919973142994	1	1	1	FALSE	FALSE	FALSE	0.10935102550304981	0	0.034800600643836686	0.18022396956699638	0	0.0348006006438367	0.06515259210314249	ASV5323	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Campbellbacteria; f__Candidatus_Campbellbacteria; g__Candidatus_Campbellbacteria; s__uncultured_bacterium
791dc98d5323aa74abb1c5b24a7421b9	0.4344986185786838	-0.8738859354367361	-0.5427589635302312	0.32527651886969805	0.4844289576370265	0.5998775011295884	1.3357823063543632	-1.8039506550133249	-0.904782997375629	0.18162043785737036	0.07123904292545447	0.3655803609350465	1	1	1	FALSE	FALSE	FALSE	0.013609261185817957	0	0.1905423308441226	0.028460286211844068	0	0.1905423308441226	0.15816905065216882	ASV5321	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Campbellbacteria; f__Candidatus_Campbellbacteria; g__Candidatus_Campbellbacteria; s__uncultured_bacterium
644f8813377f8659dab6d51e99d7d3ed	0.07614309993178837	-0.3930633091695252	0.42175669666240984	0.2549023061337303	0.38033994601869414	0.4705889272495667	0.29871483348542616	-1.0334526080786837	0.896231662583808	0.765157638051543	0.30139213794342334	0.3701290484464519	1	1	1	FALSE	FALSE	FALSE	0.11331429668861111	0.39153690139028197	0.044162414825992785	0.44510636532554043	0.39153690139028197	0.0441624148259928	0.4931543721296715	ASV5311	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Campbellbacteria; f__Candidatus_Campbellbacteria; g__Candidatus_Campbellbacteria; s__marine_metagenome
