# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas	0.0	0.0	0.0003450112582621117	4.6869141357330336e-05	0.0	0.0	0.0	8.58000858000858e-05	0.005498185044424823	5.930600117425882e-05	6.745476314946289e-05	0.0	0.00213206046141607	0.0	0.0	0.0034557605529216885	0.0	0.003740423614240649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000995793526738565	0.0003324939224471553	0.0	9.72762645914397e-05	3.399543489874217e-05	0.0032118986491610066	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__Cm1-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.931294046598403e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1244356738461885e-05	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group;f__Clostridia_vadinBB60_group;g__Clostridia_vadinBB60_group	0.0016176196105269706	0.00029415092205000565	0.00019369053095416797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005182514646237044	0.0	0.00014164728335420767	0.0	0.02345974149646368	0.00011043558118177696	0.0	0.0001289049802158878	3.2242186106197163e-06	0.0	0.0	5.3535101181341234e-05	0.0005823865140461038	0.0	0.0	1.8617813523979743e-05	0.0	0.0	0.0	0.0	0.0025247826021355035	0.0	0.005684984290710771	0.0	0.0	0.0	4.297230864430961e-05	0.0	0.0016839526962378966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured	0.0	0.00023758343704038918	0.0	0.0	0.0002565960272897422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031524495966297447	0.0	0.0003515247385534757	2.609292061788036e-05	0.0	0.00015871283887670988	9.299838415307534e-05	0.0	0.0	0.0	0.0	0.0010409670562665045	0.0	0.0	0.0006758177394647523	1.579196715270832e-05	7.447125409591897e-05	0.0012312612824739032	0.0	0.0	0.00018613838819350794	0.00019111900175527714	0.00011697958706205768	0.0	4.067438124097537e-05	0.0	5.6542696803924065e-05	0.00012891692593292882	7.037875499982405e-05	0.00015308660874889968	0.002253891737707393	0.0	9.11431631234762e-05	0.0026968946141249094	4.828089826611224e-05	0.0	0.00037771728512445135	8.583199816891738e-05	3.885192559856248e-05	0.0015003303976688007	0.0009051707174461817	1.528428775219075e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pannonibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024315460481446116	0.0	0.0	0.0	0.00032490505552266395	0.0013617917548048553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001373311970702678	0.0010441455004613666	0.0002329032747283698	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter	0.03805850094657411	0.0013349926462269488	0.027231678086337554	0.011951631046119236	0.0009509146893678681	0.00018119485061491206	0.030073617710019318	0.0015062681729348397	1.2796396534735819e-05	0.0006938802137388282	0.008069276041754498	0.0007494229443328637	0.0011137629276054097	0.0032995913416412758	0.02334111067735522	0.0031130404980864797	0.0011797803793447681	0.0012618296529968455	0.0004394059231918446	0.013001729587880956	0.003458043630210058	0.00020831060102568171	0.009334712809364938	0.00010666287420891701	0.004242655218409873	0.0	0.024128778739098963	0.001112280750305212	0.0	0.002107180296275903	3.0036343976211215e-05	0.0	0.008061513255883229	0.0020259398791303666	0.0001102333272092596	0.02980202190395956	0.003453057038120382	0.005200448626709383	0.0012700640881023405	0.008453376015175765	0.004474181936507291	7.051396383878018e-05	0.005216063780161995	0.0011688467951252214	0.002709582067493226	0.016227180527383367	0.00016176256490722918	0.0	0.00044052528843013496	0.0020333246074892095	0.0031080828258809754	0.0002997896022064515	0.0016736783151204138	0.007587548638132296	0.015642756544121218	0.0022369547084375983	0.02325332973513918	0.0002954962298756878
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8372221201543268e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190	0.0	0.0015046951012557981	0.0	6.561679790026247e-05	0.004045160900802995	0.0	0.0	0.0	7.677837920841492e-05	0.0	0.0	0.0006295152732396055	0.0003500397772474145	0.0	0.0	0.0001713600274176044	0.0010173814607305086	0.0	0.0019509622989717901	0.0002124709250313115	0.0008277232093587904	0.0	0.006387826511514362	0.0	0.0001625323663591629	0.0003987283681799716	0.010444314225638551	0.00737298445680785	0.0	8.471076567943329e-05	0.00832757636740456	4.2111912407222194e-05	0.00018617813523979745	0.0026930774664469036	0.0	0.0	0.002754088396740679	0.000985771693264061	0.0006517434136314641	0.0	0.0002542148827560961	2.0739401129052997e-05	7.774620810539558e-05	0.000992660329683552	0.006228519817484428	0.0007080255654636611	0.010541527146454434	0.00030900654396116486	0.0014810764007564883	0.0031169526917199856	2.414044913305612e-05	0.0	0.007606444638368261	1.1444266422522316e-05	0.0	6.499626271489389e-05	0.0007927271500615628	2.037905033625433e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12	0.00013332029757090417	0.005170268129878946	0.0	0.00013123359580052493	0.006158304654953812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.56800137088022e-05	0.0	0.00018026137899954936	0.0	2.609292061788036e-05	0.002023323400654821	0.0	0.004487172035385885	0.0	0.0	1.2896874442478865e-05	0.0	0.00022139176656792736	0.00042828080945072987	0.0	5.256360195836963e-05	0.0001421277043743749	0.0	0.0	0.0	0.0	7.977359494007484e-05	0.0	3.342273916058791e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001358805545220725	0.0001345673659185718	0.00012911948109159128	0.0004626726651771854	6.638623511590434e-05	0.0	0.0004167914870338773	1.1444266422522316e-05	0.0	0.0008612004809723441	0.0003766859507384731	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured	0.006843775275306415	0.0014368141192442584	0.0	0.0002249718785151856	0.0007848819658274467	2.588497865927315e-05	0.0012978198118907146	0.000333667000333667	0.006688249922155254	0.0	0.0	0.0014089151353457838	0.0012728719172633255	0.00015162235924390984	0.0014162634249970496	0.004169760667161707	0.02254479105468545	0.0	0.031294489849723175	0.005315500685871056	0.0007173601147776184	0.0086300106139211	0.002168024830568569	0.0	0.0008126618317958145	0.005588645591740842	0.012857192099548448	0.04614102442653678	0.0010707020236268247	0.004150827518292231	0.021250713363169436	0.0006895825656682634	0.0130510872803098	0.04767581037595165	0.0008634943964725335	0.0	0.02161864422876028	0.0029774328694506334	0.0055648860702378865	0.0024719900409034324	0.0	0.0032685296179387523	0.032073844762025926	0.0003824535469343555	0.0	0.009357418959776494	0.0046965064678065535	0.00014951929546507976	0.0003645726524939048	0.006921826582979734	0.00026554494046361735	0.0001417187210430498	0.010426299542831838	0.00014877546349279013	0.020450682336943325	0.000720375245090074	0.0035419723726154936	0.00020888526594660688
