# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O	TB159	TB167	TB175	TB215	TB217	TB219	TB115	TB117	TB119	TB139	TB145	TB149	TB151	TB155	TB157
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0006132733688261592	0.001764905532300034	0.0003813282328160182	0.0008717660292463442	0.0016754211193624343	1.7256652439515434e-05	4.4752407306576366e-05	8.58000858000858e-05	0.007925234920513051	5.930600117425882e-05	0.00034570566114099733	0.0008993075331994364	0.005855210819411297	0.0004043262913170929	0.0011075906272412822	0.004312560690009711	0.005459469528708786	0.005520504731861199	0.00039546533087266017	0.002225353372696368	0.0005150277747121363	0.0	0.0017495321018797297	0.00015999431131337552	0.0002466008317173506	0.0013359012443334359	0.01347764640998242	0.004353328486840495	0.0001962953709982512	0.0	0.004573033370378158	0.00021582355108701375	0.0008936550491510277	0.00025017659524370145	5.51166636046298e-05	0.0	0.0015081008186290338	0.00043253247765667985	0.0	0.0	0.0008236562201297513	4.977456270972719e-05	0.0	0.002432232669267924	0.026485871464933787	0.009185196524933981	0.020290417724863445	0.014553211425267764	0.015615861948488923	0.03153479481076079	0.03729699391057171	0.0017605825729578876	0.02381572606379515	0.0004749370565346761	0.0010247195376620853	0.012641773098046863	0.004666408046461682	0.00036682290605257795
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales	0.0	0.0001810159520307727	0.0	0.00014998125234345707	0.0003622532149972831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005416075626667725	9.881078316264255e-05	0.0	0.0002970419109322632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008689912181752855	0.0003023297172327939	0.0	0.0	0.000501816434134826	0.0007047458617666776	0.004903053264987743	0.0	0.0009166545344742986	0.0	0.00012911948109159128	0.0006087798226015597	0.007676662824311846	0.0	0.000214908110501843	0.0	1.456947209946093e-05	0.00019498878814468168	1.1244356738461885e-05	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_vadinBB60_group	0.0016176196105269706	0.00029415092205000565	0.00019369053095416797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005182514646237044	0.0	0.00014164728335420767	0.0	0.02345974149646368	0.00011043558118177696	0.0	0.0001289049802158878	3.2242186106197163e-06	0.0	0.0	5.3535101181341234e-05	0.0005823865140461038	0.0	0.0	1.8617813523979743e-05	0.0	0.0	0.0	0.0	0.0025247826021355035	0.0	0.005684984290710771	0.0	0.0	0.0	4.297230864430961e-05	0.0	0.0016839526962378966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales	0.0	0.00023758343704038918	0.0	0.0	0.0002565960272897422	0.0	0.0	0.0	1.7061862046314426e-05	0.0	0.0	0.0014988458886657273	0.0	0.0	0.0	0.0	0.00031524495966297447	0.0	0.0006327445293962563	8.200632194190971e-05	0.00014715079277489608	0.0004265407544811578	0.002900387105774037	0.0	0.0	8.59791629498591e-06	0.00093068146565096	0.0043554572538267245	0.0	4.2355382839716644e-05	0.021250713363169436	1.579196715270832e-05	7.447125409591897e-05	0.0025017659524370142	0.0	0.0	0.0015802769283367205	0.00022129568624295248	0.00011697958706205768	0.0	4.067438124097537e-05	2.0739401129052997e-05	5.6542696803924065e-05	0.0001632947728483765	0.0038473719399903816	0.00022962991312334952	0.0027715319454105266	0.0	0.0003114058073385437	0.0041457905919166215	4.828089826611224e-05	2.72536002005865e-05	0.001960222462456204	8.583199816891738e-05	3.885192559856248e-05	0.001787397224659582	0.001354944986984657	1.528428775219075e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0024797575348188177	0.002341893879398122	0.0019974336004648574	0.0010404949381327335	0.0010565718770754091	0.0007362838374193252	0.02900701866921258	0.0012584012584012584	0.006078288353999514	0.0004685174092766447	0.008364390630533399	0.0021583380796786475	0.016674622116149562	0.006678603919076981	0.03999128453276925	0.0009710401553664249	0.0032432019335024193	0.0013744930148715637	0.007144740311099394	0.0022551738534025167	0.00347643747930692	0.01889674737875827	0.010177510665752183	0.0001688828841641186	0.005223453980922063	0.00038368201466374623	0.012960601151287443	0.005537987314677529	2.6767550590670617e-05	0.0	0.009251193944673055	0.00027899141969784703	0.0008843461423890378	0.00671061926065458	0.0	0.002334316203313676	0.007065661266120914	0.02150088769746868	0.0033673409704292317	0.008417807813148378	0.005521547253462406	0.0005309286689037568	0.046513435958328034	0.0028877391408976055	0.011413088102471467	0.021259902790003445	0.011193969491580259	0.01433890043510115	0.011020727474346997	0.017952916968519996	0.013247071461764546	0.007652810936324688	0.02484468004741003	0.00464637216754406	0.01709970375406731	0.01894099422616533	0.018699365256062115	0.0011972692072549419
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales	0.050021775648603245	0.0021382509333635028	0.046164927487107474	0.013076490438695163	0.0012980740204069311	0.00022433648171370064	0.0314311073983188	0.003908670575337242	1.2796396534735819e-05	0.011001263217825012	0.017985126224725544	0.0016487304775323	0.004136833731105807	0.0074583760523313745	0.02935115162189398	0.003398640543782487	0.0013421792979590277	0.0012618296529968455	0.0004394059231918446	0.01586449573567126	0.003458043630210058	0.004424120383688288	0.014170628785324855	0.02371471236578255	0.014538239942609261	1.827057212684506e-05	0.030781427734307677	0.0011931738957819548	0.0	0.004066116752612797	3.0036343976211215e-05	3.158393430541664e-05	0.010742478403336312	0.0020259398791303666	0.0001102333272092596	0.036427618646447626	0.005781686261847329	0.008414265524646808	0.0013452652512136632	0.031531211097279035	0.00531817534725753	7.880972429040139e-05	0.005251402965664447	0.0019165649655362084	0.0027565012374931087	0.017375330093000116	0.00016176256490722918	0.0	0.000455715815617381	0.002100290387975381	0.0031322232750140315	0.0002997896022064515	0.0017322896179845526	0.010980773632410162	0.016186683502501093	0.0024590252727134856	0.02325332973513918	0.0002954962298756878
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales	0.0009154660433202087	0.0030772711845231363	0.0	0.005024371953505812	0.0032904667028919882	8.628326219757717e-06	8.950481461315273e-05	0.0	0.00012796396534735818	0.0	5.902291775578003e-05	0.0005695614376929764	0.0	7.220112344948087e-05	0.000254201127563573	0.0001713600274176044	0.0035011296277721255	0.0011266336187471834	0.0033922137270410405	0.0017519532414862528	0.005279034690799397	0.006725456547400581	0.008294293386652407	0.0	0.00014571867328752537	0.00019560259571092947	0.0	0.0029579217273666835	0.003497626610514294	7.412191996950412e-05	0.0023953984321028444	0.0005106069379375691	0.00027926720285969614	0.001221450435601601	0.00012860554841080286	0.0	0.006040000759748523	0.0014987753295545418	0.0009441923812866084	0.0	0.00036606943116877837	6.2218203387159e-05	0.0012863463522892725	0.0004984787802739915	0.03554127127491115	0.002238891652952658	0.004319060483023019	0.001270914011453178	0.0016026006182544566	0.003658766733835374	0.011068395927506232	0.000583227044292551	0.005932766323247848	0.00026894026092927445	0.0015152250983439368	0.0026810958369893733	0.005869554217477104	0.001854493580599144
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190	0.0	0.0015046951012557981	0.0	6.561679790026247e-05	0.004045160900802995	0.0	0.0	0.0	7.677837920841492e-05	0.0	0.0	0.0006295152732396055	0.0003500397772474145	0.0	0.0	0.0001713600274176044	0.0010173814607305086	0.0	0.0019509622989717901	0.0002124709250313115	0.0008277232093587904	0.0	0.006387826511514362	0.0	0.0001625323663591629	0.0003987283681799716	0.010444314225638551	0.00737298445680785	0.0	8.471076567943329e-05	0.00832757636740456	4.2111912407222194e-05	0.00018617813523979745	0.0026930774664469036	0.0	0.0	0.002754088396740679	0.000985771693264061	0.0006517434136314641	0.0	0.0002542148827560961	2.0739401129052997e-05	7.774620810539558e-05	0.000992660329683552	0.006228519817484428	0.0007080255654636611	0.010541527146454434	0.00030900654396116486	0.0014810764007564883	0.0031169526917199856	2.414044913305612e-05	0.0	0.007606444638368261	1.1444266422522316e-05	0.0	6.499626271489389e-05	0.0007927271500615628	2.037905033625433e-05
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0005599452497977975	0.008982916619527095	0.0	0.0001968503937007874	0.01947111030610397	0.0	5.2211141857672424e-05	0.0	0.001266843256938846	0.0	0.0	0.0005096076021463474	0.0	0.0	0.0	8.56800137088022e-05	0.00033435071479406386	0.0002478593961243803	0.00031637226469812815	0.001286008230452675	0.005794062465511533	0.0	0.005969333782825523	0.0	0.00014011410893031284	0.01711952608285382	0.0	0.0023703820391671837	0.011634961990078161	0.00025413229703829984	0.001141381071096026	0.00030004737590145814	0.00010239797438188859	0.0013293697511969234	0.00012860554841080286	0.0013338949733221006	0.0015688807004881383	0.0023437224952094515	0.0025484838609948278	0.0	0.0	1.2443640677431798e-05	0.00012015323070833864	3.4377846915447684e-05	0.0005747598324985631	0.00036358069577863676	0.002140657942272333	0.00023424689622862497	0.0007899074137367937	0.0027821237892891276	0.00012673735794854464	0.0	0.000507964624822538	1.1444266422522316e-05	0.0	0.00102910749298582	0.0030809537463385565	4.075810067250866e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.012789860546968741	0.006052720896028963	0.001131879040263419	0.0014154480689913761	0.002128237638109038	2.588497865927315e-05	0.001715508946752094	0.04205157538490872	0.013214412154870521	0.0	0.0	0.009532659851914026	0.004836913285600637	0.00015162235924390984	0.005574267583001207	0.013566002170560348	0.059094100620459396	0.0	0.049108005975920556	0.010705552573507485	0.0026487142699481293	0.022566981777782186	0.0058240238075863435	0.0	0.005498077634425476	0.17635401060552974	0.022198476439971044	0.08090698246215318	0.002016488811163853	0.00818517773377524	0.0562430540954555	0.0013844291203874296	0.039721105153410784	0.0766178086492426	0.002002572110968216	0.03200470373490592	0.0893540238181162	0.006563428876069386	0.044535799931483384	0.05019858912798625	0.00045758678896097295	0.0063711440268450804	0.04675374241974471	0.0018564037334341751	0.002099632857494751	0.02845497340120173	0.024032525059717348	0.006922743380033194	0.004458419729456711	0.02614709338073699	0.0042607892719844056	0.00045240976332973587	0.026336012086953124	0.000326161593041886	0.029017531931426352	0.00594174168318655	0.011323067235631118	0.003907682901976768
