# Constructed from biom file
#OTU ID	16S0064C	16S0073C	16S0074C	16S0084C	16S0087C	16S0088C	16S0089C	16S0090C	16S0092C	16S0093C	16S0094C	16S0113C	16S0117C	16S0118C	16S0119C	16S0120C	16S0123C	16S0141C	16S0142C	16S0143C	16S0146C
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0003682450056771105	0.0	0.0008330358205402833	0.0	0.001670843776106934	0.00023342907308359804	0.0	0.0	0.0	0.0	0.0	0.000379159191373666	0.0	0.0	3.9059702755662026e-05	0.00304509406451154
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae	0.0	0.0	0.0	0.00011437840535706858	0.0003067935598918553	0.0	0.0	0.0	0.0	0.0	0.0003552181546924318	0.0	0.0	0.0	0.0	0.00011436413540713633	0.0	0.0	2.5123608152108374e-05	0.00023435821653397217	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured	0.0022112152839200423	0.0011316982389517958	0.0	0.041249012186499186	0.0	0.005216804247092399	0.0	0.004224681661311436	0.0	0.011787711035831337	0.007723457592026875	0.0	0.0	0.00021242697822623473	0.0	0.0026189387008234218	0.005428449886252243	0.03146827096798227	0.001155685974996985	0.02705535410875523	0.001773711725168036
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae	0.08025237337107141	0.019465209709970892	0.011888951552749832	0.009815746787006613	0.0703707728001943	0.2785466597109277	0.10504192116544633	0.08714149708437463	0.043327037361219886	0.2515996952087178	0.1703930742608925	0.0	0.0001220050115904761	0.27272083554611437	0.03891820580474934	0.04685498627630375	0.12996837257476834	0.030667362029466	0.22608232503919282	0.05076459368144209	0.09330434937231054
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.001149831947638422	0.0018735893067090843	1.5160611518426207e-05	0.0	0.0009331637446710598	0.0	0.0	0.0037189099131262645	0.00023034044317501266	0.0	0.004161126954968487	0.0	0.0881439283736732	0.0	0.019349164467897976	0.0009835315645013725	2.7743355466365807e-05	0.0017508241911751011	0.00044720022510752905	0.0006119353431720385	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.04458792774731214	0.0025023105505711934	0.00627649316862845	0.020078609158590856	0.008219510792102622	0.04394390401080185	0.07642930308433551	0.14337141497084374	0.025406550882203897	0.13777116784635582	0.03392840831819428	0.006261740763932373	0.0	0.03965303593556382	0.18447669305189093	0.028042086001829825	0.06242254979932306	0.0053921659930339545	0.08097338907424528	0.01667198312620841	0.022507023720615953
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade	4.9138117420445386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.574565416285453e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae	0.16210664937004934	0.05496909835086418	0.09629717224273958	0.024279416046250467	0.012009689563266585	0.011354221008377574	0.017959710155923972	0.008003094133047721	0.06405767724697102	0.0023961001404610425	0.019536998508083752	0.023168440826549782	0.0006475650615186809	0.04156487873959993	0.010334212840809147	0.03402333028362305	0.020585569756043427	0.09419061632736687	0.031223620211440286	0.09624310758995124	0.002369394359685622
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae	0.008402618078896161	0.002464587275939467	0.07320452877787278	0.004325583329867321	0.13249646867829498	0.00042961917328996225	0.0013809325088205166	0.03638581459002737	0.08492652139862718	0.009171279847971578	0.023556038201175265	0.002504696305572949	0.00039417003744615355	0.03933439546822447	0.0006596306068601583	0.07901418115279049	0.015989420533782158	0.008707556482705955	0.041664991759456524	0.007929119659399393	0.010291084320210534
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae	0.0038819112762151857	0.0	0.0	0.0	2.556612999098794e-05	0.006597723018381563	0.00040972722789180165	0.00041651791027014164	0.0	0.026797763639868903	0.0014005744385015883	0.0	0.0	0.005735528412108338	0.0	0.00034309240622140897	0.0030610168864556937	1.8625789267820224e-05	0.028470072757969207	0.0018618458313532235	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae	0.014770918096585884	1.2574424877242177e-05	0.004363223995003063	0.0	0.0	0.0003682450056771105	0.0	0.0022610972271807687	0.004560740774865251	0.006215171628705463	0.050694705219677054	0.0	0.0	0.0	0.0	0.0011093321134492222	0.04339985573455157	3.725157853564045e-05	0.030052860071552036	0.043649217829452316	0.0
