# Constructed from biom file
#OTU ID	16S0064C	16S0073C	16S0074C	16S0084C	16S0087C	16S0088C	16S0089C	16S0090C	16S0092C	16S0093C	16S0094C	16S0113C	16S0117C	16S0118C	16S0119C	16S0120C	16S0123C	16S0141C	16S0142C	16S0143C	16S0146C
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__uncultured_organism	0.0	0.0	0.0	0.0	0.0	0.0003682450056771105	0.0	0.0007437819826252529	0.0	0.0005600080788050713	0.00023342907308359804	0.0	0.0	0.0	0.0	0.0	0.00012022120702091849	0.0	0.0	3.9059702755662026e-05	0.0
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallaceae;s__uncultured_bacterium	0.0	0.0	0.0	0.00011437840535706858	0.0003067935598918553	0.0	0.0	0.0	0.0	0.0	0.00027402543361987596	0.0	0.0	0.0	0.0	0.00011436413540713633	0.0	0.0	2.5123608152108374e-05	0.00023435821653397217	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_Bacteroidetes	0.0	0.0	0.0	0.0	0.0	0.0014116058550955903	0.0	0.002885874092585981	0.0	0.007959459087278636	0.0012584871766246155	0.0	0.0	0.00021242697822623473	0.0	0.0	0.001969778238111972	0.0	2.5123608152108374e-05	7.811940551132405e-05	0.00018670649738610905
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;__	0.013090394480806651	0.005897405267426581	0.00040630438869382237	0.0011541820904213285	0.0	0.0077024580354128945	0.00015175082514511172	0.01050220159466857	0.0	0.02366722667474547	0.033481848352295215	0.0	0.0	0.054664542396884404	0.0	0.004986276303751144	0.02042835740840069	0.003147758386261618	0.10043413594886844	0.0021222438497243037	0.0003022867100537003
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034506906455836233	0.0	0.0	0.0	0.0	4.574565416285453e-05	0.0	0.0	0.0	7.811940551132405e-05	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Leisingera;s__Leisingera_methylohalidivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019472473004071517	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade;s__uncultured_gamma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.574565416285453e-05	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__uncultured_bacterium	0.000383277315879474	0.0031687550690650285	0.0	0.0	0.0003387512223805902	0.0	0.0	0.0	0.0	0.0	0.002811297967137246	0.0	0.0003754000356630034	0.0	0.0028583992963940193	0.0006518755718206771	0.0	0.0	0.0006883868633677695	0.00115226123129203	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum;s__uncultured_bacterium	0.013797983371661065	0.0014523460733214715	0.008368657558171266	0.004814291061847523	0.00027483589740312037	0.06026943259582042	0.05191395728214272	0.04754254432940616	0.0072787580043304	0.06117858749437697	0.02621509981630147	0.0	0.0	0.013772349088334218	0.0021987686895338612	0.03313129002744739	0.06717591136922707	0.0014807502467917078	0.03482132089882221	0.03703510816282688	0.08968135424446104
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sedimentitalea;s__uncultured_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4263222157959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium_sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.45031570712809e-05	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Vicingus;s__uncultured_Bacteroidetes	0.0	0.0	0.0	0.0	0.0	0.0	6.828787131530027e-05	0.0	0.0	0.0	2.0298180268138962e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Sedimenticola;s__Sedimenticola_selenatireducens	0.0	0.0	9.096366911055724e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula;s__Rhodopirellula_baltica	0.0	0.0	0.0	0.0	0.0	0.0006444287599349434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
