# Constructed from biom file
#OTU ID	16S0064C	16S0064W	16S0073C	16S0073O	16S0073W	16S0074C	16S0074O	16S0084C	16S0084W	16S0087C	16S0087O	16S0088C	16S0088O	16S0089C	16S0089O	16S0090C	16S0090O	16S0092C	16S0093C	16S0093O	16S0093W	16S0094C	16S0094O	16S0113C	16S0113O	16S0117C	16S0117O	16S0117W	16S0118C	16S0118W	16S0119C	16S0119O	16S0119W	16S0120C	16S0120O	16S0120W	16S0123C	16S0123O	16S0123W	16S0141C	16S0141O	16S0142C	16S0142O	16S0143C	16S0143O	16S0146C	16S0146O
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bacteriovoracales;f__Bacteriovoracaceae;__	0.0003341391984590286	0.0008098896525348421	0.0	0.0	0.0004181913225300575	0.0	5.576933801795773e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032622436080414303	0.0	0.0022124909342954454	5.5518102867113454e-05	0.0004177261169633127	0.0029229379586120105	0.0	0.0	0.0004917405795253792	0.0	1.7647681682882924e-05	4.885245581295372e-06	0.0	0.0	0.0	0.0010241781163961305	0.0	0.0	0.00022797470216208266	0.0	0.0005548671093273161	0.00014914670873368707	0.0	0.0001490063141425618	0.0005041791726734888	0.0003969530088033123	6.510295567418761e-05	0.0	0.0	0.0	0.004758313005520606
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera	0.0	4.499386958526901e-05	0.0	0.0	0.0	0.0	0.0009958810360349594	0.0	4.3969379723960234e-05	0.0	0.0	0.0003682450056771105	0.0004255189811859822	0.0	0.0	0.0008330358205402833	0.033106675365982954	0.0	0.001670843776106934	0.00021810683269223144	0.0	0.00023342907308359804	0.0	0.0	0.005996503178101153	0.0	0.0	0.0	0.0	0.0	0.0	0.0009004370710494566	0.0	0.0	0.001956170025003677	0.0	0.000379159191373666	0.0013480567904775563	0.0	0.0	0.0004647901748083725	0.0	0.0003162143561317684	3.9059702755662026e-05	0.00895574487580858	0.00304509406451154	8.024136602901528e-05
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__uncultured	0.002053973308174617	0.001124846739631725	0.005306407298196199	0.0018030570011883784	0.00022403106564110222	0.0	0.0001593409657655935	0.024279416046250467	0.0	0.0	0.0	0.0010433608494184797	0.0	0.0	0.0	0.0364750684279424	0.003195979284753089	0.0	0.023309188722722557	0.0022365864297894276	0.0	0.019262973074463875	0.0	0.0	0.00046897481195475987	3.754000356630034e-05	0.0	0.0	0.00024783147459727387	0.0	0.0	0.002396377922829781	0.0	0.013860933211344923	0.01552434181497279	0.0	0.00705606007361237	0.0034590563602466657	0.00018480333035054275	0.001164111829238764	0.005309636912217679	0.001728504240865056	0.0013950633358754488	0.0059240549179420746	0.0002727084310538545	0.03072210960560475	0.023085441006547695
d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2	7.862098787271262e-05	0.0	0.0	0.0	0.00014935404376073482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.070033005804469e-05	0.0010410566725226104	0.0	0.0	0.0	0.0	0.0	7.264802034144569e-05	0.0	0.0	0.0	4.553153514123882e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0002021840294503688	0.0	0.0	0.0008236505368436535	0.0	0.0	0.0	0.0	0.0	0.00019694498932558158	0.0001959641435864453	0.0	0.0	0.0	0.0	5.616895622031069e-05
d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallaceae	0.0	0.00020247241313371052	0.0	0.0	0.0	0.0	0.0	0.00011437840535706858	0.0	0.0003067935598918553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3621366538446284e-05	0.0	0.0003552181546924318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011436413540713633	0.0	0.0	0.0	0.0	1.9452982142162394e-05	0.0	0.0	2.5123608152108374e-05	0.0	0.00023435821653397217	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured	0.0022112152839200423	0.0010123620656685526	0.0011316982389517958	0.0008605499323853624	0.0006720931969233067	0.0	7.967048288279675e-05	0.041249012186499186	7.47479455307324e-05	0.0	0.0	0.005216804247092399	0.0010334032400230995	0.0	0.0	0.004224681661311436	0.022784732699914365	0.0	0.011787711035831337	0.0007098386009438077	0.0010897203051216855	0.007723457592026875	0.0	0.0	0.0015526253483162439	0.0	0.0005059002082426438	0.007667392939843086	0.00021242697822623473	0.0	0.0	0.006122972083136305	0.0005755395683453237	0.0026189387008234218	0.018524783056331814	2.250250340350364e-05	0.005428449886252243	0.003992542664563316	0.00015562385713729915	0.03146827096798227	0.05122145282379726	0.001155685974996985	0.0038689756514945777	0.02705535410875523	4.363334896861671e-05	0.001773711725168036	0.013849659776608037
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum	0.027743381095583466	0.010832274102653514	0.007701835237310833	0.0036266032864811703	0.007960570532447166	0.009160041479433114	0.004103029868464033	0.005968473152268851	0.0004924570529083546	0.000415449612353554	0.004643775786766102	0.07303525945929358	0.026230205768821617	0.05217193368488941	0.03999702555236422	0.058044745924074735	0.08789707621416629	0.0072787580043304	0.0988092942980161	0.017365269461077845	0.003432618961133309	0.14081862561021405	0.0	0.0	0.025433915529896007	0.0	0.004653105403720131	0.0005263852113845763	0.06956983536909188	0.0	0.0021987686895338612	0.039465659650254774	0.0038177458033573143	0.03811756633119854	0.1731284012354758	0.003915435592209633	0.0884643127970851	0.07477412878244658	0.002849861883826791	0.004628508633053326	0.20006065905671228	0.1405766370543072	0.035304402819888024	0.039202921665766124	0.005814143750068177	0.090019204096874	0.05177975349852356
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__uncultured	0.00036362206891129585	0.08605077558182697	0.00023262686022898027	0.0	0.12962437457994175	0.0	0.0	0.0	0.0001494958910614648	2.556612999098794e-05	0.0	0.0	0.0	0.0005159528054933799	0.0	0.0026478638581459	0.0	0.0	0.00039475979325603384	0.0003608676686362375	0.10964402470032691	0.005450061401995311	0.0	0.0	0.0003414865135592912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041629631296481734	0.014223093569090203	0.0	0.00013617087499513675	0.0	0.0015125375180204666	0.000803955460867468	0.00013950633358754486	0.0	0.0	2.667235676944415e-05	0.0004012068301450764
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	0.0	0.00014623007615212428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00242296863227188	0.0	0.00034506906455836233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.574565416285453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.811940551132405e-05	0.0	0.0	0.0
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.957244175156421e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
